영문공항명,한글공항,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명,한글도시명
Teller Mission Brevig Mission Airport,브레빅 미션 공항,KTS,n/a,북아메리카,United States of America,미국,Brevig Mission,브레빅미션
Telluride Regional Airport,텔루라이드 지역공항,TEX,KTEX,북아메리카,United States of America,미국,Telluride,텔루라이드
Telupid Airport,텔루피드 공항,TEL,WBKE,아시아태평양,Malaysia,말레이시아,Telupid,텔루피드
Tembagapura Timika Airport,모제스 킬랑긴 공항,TIM,WAYY,아시아태평양,Indonesia,인도네시아,Tembagapura,템바가푸라
Temuco La Araucania International Airport,라 아라우카니아 공항,ZCO,SCQP,라틴아메리카,Chile,칠레,Temuco,테무코
Tenakee Springs Sea Plane Base,테나키 수상비행장,TKE,n/a,북아메리카,United States of America,미국,Tenakee,테나키
Tenerife-Norte Airport,테네리페 북부 공항,TFN,GCXO,유럽,Spain,스페인,Tenerife,테네리페
Tenerife-Sur Airport,테네리페 남부 공항,TFS,GCTS,유럽,Spain,스페인,Tenerife,테네리페
Tengchong Tuofeng Airport,텅충 투오펑 공항,TCZ,ZUTC,아시아태평양,China,중국,Tengchong,텅충
Tennant Creek Airport,테넌트 크릭 공항,TCA,YTNK,아시아태평양,Australia,오스트레일리아,Tennant Creek,테넌트크릭
Tepic Airport,아마도 네르보 국제공항,TPQ,MMEP,라틴아메리카,Mexico,멕시코,Tepic,테픽
Terceira Lajes Airport,라예즈 공항,TER,LPLA,유럽,Portugal,포르투갈,Terceira Island,테르세이라섬
Teresina Senador Petronio Portella Airport,테레지나 세나도르 페트로니우 포르텔라 공항,THE,SBTE,라틴아메리카,Brazil,브라질,Teresina,테레지나
Termez Airport,테르메스 공항,TMJ,UZST,아시아태평양,Uzbekistan,우즈베키스탄,Termez,테르메즈
Ternate Babullah Airport,술탄 바불라 공항,TTE,WAEE,아시아태평양,Indonesia,인도네시아,Ternate,테르나테
Terney Airport,터니 공항,NEI,n/a,유럽,Russian Federation,러시아,Terney,테르네이
Ternopil Airport,테르노필 공항,TNL,UKLT,유럽,Ukraine,우크라이나,Ternopil,테르노필
Terrace-Kitimat Northwest Regional Airport,노스웨스트 공항,YXT,CYXT,북아메리카,Canada,캐나다,Terrace,테라스
Terre Haute Regional Airport,테레 호트 국제공항,HUF,KHUF,북아메리카,United States of America,미국,Terre Haute,테레호트
Teruel Airport,테루엘 공항,TEV,LETL,유럽,Spain,스페인,Teruel,테루엘
Tete Matundo Chingozi Airport,마툰도 공항,TET,FQTT,아프리카,Mozambique,모잠비크,Tete,테트
Tete-A-La Baleine Airport,테트아라발레인 공항,ZTB,n/a,북아메리카,Canada,캐나다,Tete-a-la-Baleine,테트알라발레인
Teterboro Airport,테터보로 공항,TEB,KTEB,북아메리카,United States of America,미국,Teterboro,테터보로
Tetouan Sania Ramel Airport,사니아 라멜 공항,TTU,GMTN,아프리카,Morocco,모로코,Tetouan,테투안
Texarkana Regional Airport,텍사캐나 지역공항,TXK,KTXK,북아메리카,United States of America,미국,Texarkana,텍사캐나
Tezpur Salonibari Airport,테즈퍼 공항,TEZ,VETZ,아시아태평양,India,인도,Tezpur,테즈푸르
Tezu Airport,테즈 공항,TEI,VETJ,아시아태평양,India,인도,Tezu,테주
Thandwe Airport,탄드웨 공항,SNW,VYTD,아시아태평양,Myanmar,미얀마,Thandwe,탄드웨
Thangool Airport,탄굴 공항,THG,YTNG,아시아태평양,Australia,오스트레일리아,Thangool,탄굴
Thanh Hoa Tho Xuan Airport,토 쑤언 공항,THD,VVTX,아시아태평양,Vietnam,베트남,Thanh Hoa,탄호아
Thargomindah Airport,달고민다 공항,XTG,YTGM,아시아태평양,Australia,오스트레일리아,Thargomindah,다고민다
The Granites Airport,더 그래니테스 공항,GTS,YTGT,아시아태평양,Australia,오스트레일리아,The Granites,더그래니테스
The Pas Airport,파스 공항,YQD,CYQD,북아메리카,Canada,캐나다,The Pas,더파
Thermal Jacqueline Cochran Regional Airport,재클린 코크란 공항,TRM,KTRM,북아메리카,United States of America,미국,Coachella Valley,코첼라밸리
Thermopolis Hot Springs County Airport,더모폴리스 핫 스프링스 카운티 공항,n/a,KHSG,북아메리카,United States,미국,Thermopolis,서모폴리스
Thessaloniki Makedonia Airport,테살로니키 공항,SKG,LGTS,유럽,Greece,그리스,Thessaloniki,테살로니키
Thief River Falls Regional Airport,시프 리버 폴스 공항,TVF,KTVF,북아메리카,United States of America,미국,Thief River Falls,시프리버폴스
Thimarafushi Airport,티마라푸시 공항,TMF,VRNT,아시아태평양,Maldives,몰디브,Thimarafushi,티마라푸시
Thira Santorini Airport,산토리니,JTR,LGSR,유럽,Greece,그리스,Thira,티라
Thiruvananthapuram Trivandrum International Airport,트리반드룸 국제공항,TRV,VOTV,아시아태평양,India,인도,Thiruvananthapuram,티루바난타푸람
Thompson Airport,톰슨 공항,YTH,CYTH,북아메리카,Canada,캐나다,Thompson,톰슨
Thorne Bay Airport,쏜 베이 수상비행기 기지,KTB,n/a,북아메리카,United States of America,미국,Thorne Bay,쏜베이
Thorshofn Airport,토르쇼픈 공항,THO,BITN,유럽,Iceland,아이슬란드,Thorshofn,소르스회픈
Thunder Bay International Airport,선더 베이 국제공항,YQT,CYQT,북아메리카,Canada,캐나다,Thunder Bay,선더 베이
Tiakur Jos Orna Imsula Airport,조스 오르노 임술라 공항,JIO,WAPM,아시아태평양,Indonesia,인도네시아,Tiakur,티아쿠르
Tianjin Binhai International Airport,톈진 빈하이 국제공항,TSN,ZBTJ,아시아태평양,China,중국,Tianjin,톈진
Tianshui Maijishan Airport,톈수이 마이지산 공항,THQ,ZLTS,아시아태평양,China,중국,Tianshui,톈수이
Tiaret Bouchekif Airport,압델하피드 부수프 부 체키프 공항,TID,DAOB,아프리카,Algeria,알제리,Tiaret,티아레트
Tiga Airport,티가 공항,TGJ,NWWA,아시아태평양,New Caledonia,뉴칼레도니아,Tiga Island,티가 섬
Tijuana Rodriguez Airport,티후아나 국제공항,TIJ,MMTJ,라틴아메리카,Mexico,멕시코,Tijuana,티후아나
Tikehau Atoll Airport,티케하우 공항,TIH,NTGC,아시아태평양,French Polynesia,프랑스령 폴리네시아,Tikehau,티케하우
Tiksi Airport,틱시 공항,IKS,UEST,유럽,Russian Federation,러시아,Tiksi,틱시
Timaru Richard Pearse Airport,리o드 피어스 공항,TIU,NZTU,아시아태평양,New Zealand,뉴질랜드,Timaru,티마루
Timbiqui Airport,팀비키 공항,TBD,SKMB,라틴아메리카,Colombia,콜롬비아,Timbiqui,팀비키
Timbuktu Airport,팀북투 공항,TOM,GATB,아프리카,Mali,말리,Tombouctou,팀북투
Timimoun Airport,티모운 공항,TMX,DAUT,아프리카,Algeria,알제리,Timimoun,티미문
Timisoara Traian Vuia Airport,티미쇼아라 트라이안 부이아 국제공항,TSR,LRTR,유럽,Romania,루마니아,Timisoara,티미쇼아라
Timmins Victor M. Power Airport,티민스 빅터 M. 파워 공항,YTS,CYTS,북아메리카,Canada,캐나다,Timmins,티민스
Tin City LRRS,틴 시티 레이더기지,TNC,PATC,북아메리카,United States of America,미국,Tin City,틴시티
Tindouf Airport,틴두프 공항,TIN,DAOF,아프리카,Algeria,알제리,Tindouf,틴두프
Tingo Maria Airport,팅고 마리아 공항,TGI,SPGM,라틴아메리카,Peru,페루,Tingo Maria,팅고마리아
Tinian International Airport,티니안 국제공항,TIQ,PGWT,아시아태평양,Northern Mariana Islands,북마리아나 제도,Tinian,티니안
Tiniteqilaaq Heliport,티니테킬라크 헬리포트,TQI,BGTN,유럽,Greenland,그린란드,Tiniteqilaaq,티니테킬라크
Tinum Chichen Itza International Airport,치첸이트사 국제공항,CZA,MMCT,라틴아메리카,Mexico,멕시코,Chichen Itza,치첸이트사
Tioman Airport,티오만 공항,TOD,WMBT,아시아태평양,Malaysia,말레이시아,Tioman Island,티오만 섬
Tirana Rinas Airport,티라나 국제공항Nene Tereza,TIA,LATI,유럽,Albania,알바니아,Tirana,티라나
Tiree Airport,티리 공항,TRE,EGPU,유럽,United Kingdom,영국,Tiree,티리
Tires Cascais Municipal Airport,카스카이스 시립 비행장,CAT,LPCS,유럽,Portugal,포르투갈,Cascais,카스카이스
Tirgu Mures Airport,타르구 무레슈 국제공항,TGM,LRTM,유럽,Romania,루마니아,Targu Mures,트르구무레슈
Tirinkot Airport,타린코트 공항,TII,OATN,아시아태평양,Afghanistan,아프가니스탄,TarinKot,타린코트
Tiruchirappalli Airport,티루치라팔리 국제공항,TRZ,VOTR,아시아태평양,India,인도,Tiruchirappalli,티루치라팔리
Tirupati Airport,티루파티 공항,TIR,VOTP,아시아태평양,India,인도,Tirupati,티루파티
Tissa Tank Airport,티사 탱크 워터드롬,TTW,n/a,아시아태평양,Sri Lanka,스리랑카,Tissamaharama,티사마하라마
Tivat Airport,티밧 공항,TIV,LYTV,유럽,Montenegro,몬테네그로,Tivat,티바트
Tlemcen Zenata Airport,제나타 메살리 엘 하지,TLM,DAON,아프리카,Algeria,알제리,Tlemcen,틀렘센
Toamasina Airport,토아마시나 공항,TMM,FMMT,아프리카,Madagascar,마다가스카르,Toamasina,토아마시나
Tobago ANR Robinson International Airport,아서 나폴레옹 레이몬드 로빈슨 국제공항,TAB,TTCP,카리브해,Trinidad and Tobago,트리니다드토바고,Tobago,토바고
Tobolsk Remezov Airport,토볼스크 레메조프 공항,RMZ,USTJ,유럽,Russian Federation,러시아,Tobolsk,토볼스크
Tobruk Airport,토브룩 공항,TOB,HLTQ,아프리카,Libya,리비아,Tobruk,토브루크
Toccoa Airport,토코아 공항,TOC,n/a,북아메리카,United States of America,미국,Toccoa,토코아
Tofino Airport,토피노 롱비치 공항,YAZ,CYAZ,북아메리카,Canada,캐나다,Tofino,토피노
Togiak Airport,토기악 공항,TOG,PATG,북아메리카,United States of America,미국,Togiak,토기악
Tojo Una Una Tanjung Api Airport,도조 우나 우나 탄중 아피 공항,OJU,WAFU,아시아태평양,Indonesia,인도네시아,Tojo Una Una,토조우나우나
Tok Airport,톡 정션 공항,TKJ,n/a,북아메리카,United States of America,미국,Tok,톡
Tokat Airport,토캇 공항,TJK,LTAW,중동,Turkiye,터키,Tokat,토카트
Toksook Bay Airport,톡숙베이 공항,OOK,PAOO,북아메리카,United States of America,미국,Toksook Bay,톡숙베이
Tokunoshima Airport,도쿠노시마 공항,TKN,RJKN,아시아태평양,Japan,일본,Tokunoshima,도쿠노시마
Tokushima Awaodori Airport,도쿠시마 공항,TKS,RJOS,아시아태평양,Japan,일본,Tokushima,도쿠시마
Tokyo Haneda Airport,하네다 공항,HND,RJTT,아시아태평양,Japan,일본,Tokyo,도쿄
Tokyo Narita Airport,나리타 국제공항,NRT,RJAA,아시아태평양,Japan,일본,Tokyo,도쿄
Toledo Luiz dal Canalle Filho Airport,루이스 달 카날레 필류 공항,TOW,SBTD,라틴아메리카,Brazil,브라질,Toledo,톨레도
Toliara Airport,톨리아라 공항,TLE,FMST,아프리카,Madagascar,마다가스카르,Toliara,톨리아라
Tolitoli Lalos Airport,술탄 반티란 공항,TLI,WAFL,아시아태평양,Indonesia,인도네시아,Tolitoli,톨리톨리
Tolu Golfo de Morrosquillo Airport,골포 데 모로스키요 공항,TLU,SKTL,라틴아메리카,Colombia,콜롬비아,TolU,톨루
Tomsk Bogashevo Airport,보가셰보 공항,TOF,UNTT,유럽,Russian Federation,러시아,Tomsk,톰스크
Tonghua Sanyuanpu Airport,퉁화 싼위안푸 공항,TNH,ZYTN,아시아태평양,China,중국,Tonghua,퉁화
Tongliao Airport,퉁랴오 공항,TGO,ZBTL,아시아태평양,China,중국,Tongliao,퉁랴오
Tongoa Airport,통고아 공항,TGH,n/a,아시아태평양,Vanuatu,바누아투,Tongoa,통고아
Tongren Fenghuang Airport,퉁런 펑황 공항,TEN,ZUTR,아시아태평양,China,중국,Tongren,퉁런
Toowoomba Airport,투움바 시티 비행장,TWB,YTWB,아시아태평양,Australia,오스트레일리아,Toowoomba,투움바
Toowoomba Wellcamp Airport,투움바 웰캠프 공항,WTB,YBWW,아시아태평양,Australia,오스트레일리아,Toowoomba,투움바
Topeka Regional Airport,토피카 공항,FOE,KFOE,북아메리카,United States of America,미국,Topeka,토피카
Toronto Buttonville Municipal Airport,버튼빌 공항,YKZ,CYKZ,북아메리카,Canada,캐나다,Toronto,토론토
Toronto Pearson International Airport,토론토 피어슨 국제공항,YYZ,CYYZ,북아메리카,Canada,캐나다,Toronto,토론토
Torreon Airport,프란시스코 사라비아 국제공항,TRC,MMTC,라틴아메리카,Mexico,멕시코,Torreon,토레온
Torres Airport,토레스 공항,TSQ,SSTE,라틴아메리카,Brazil,브라질,Torres,토레스
Torres Airstrip,토레스 공항,TOH,n/a,아시아태평양,Vanuatu,바누아투,Torres Islands,토레스 제도
Torsby Airport,토스비 공항,TYF,ESST,유럽,Sweden,스웨덴,Torsby,토스뷔
Tortola Terrance B Lettsome Airport,테런스 B. 레섬 국제공항,EIS,TUPJ,카리브해,British Virgin Islands,영국령 버진아일랜드,Tortola,토르톨라
Tortol챙 Arbatax Airport,토르톨리 공항,TTB,LIET,유럽,Italy,이탈리아,Tortoli,토르톨리
Tortuquero Airport,토르투게로 공항,TTQ,n/a,라틴아메리카,Costa Rica,코스타리카,Tortuguero,토르투게로
Tosontsengel Airport,토손첸겔 공항,TNZ,ZMTL,아시아태평양,Mongolia,몽골,Tosontsengel,토손첸겔
Tottori Sand Dunes Conan Airport,돗토리 공항,TTJ,RJOR,아시아태평양,Japan,일본,Tottori,돗토리
Touggourt Sidi Mahdi Airport,시디 마흐디 공항,TGR,DAUK,아프리카,Algeria,알제리,Touggourt,투구르트
Touho Airport,동방 공항,TOU,NWWU,아시아태평양,New Caledonia,뉴칼레도니아,Touho,투오
Toulon Hyeres Airport,툴롱 예르 공항,TLN,LFTH,유럽,France,프랑스,Toulon,툴롱
Toulouse Blagnac Airport,툴루즈 블라냑 공항,TLS,LFBO,유럽,France,프랑스,Toulouse,툴루즈
Toulouse Francazal Airport,툴루즈 프랑카잘 공항,n/a,LFBF,유럽,France,프랑스,Toulouse,툴루즈
Tours Val de Loire Airport,투르 발 드 루아르 공항,TUF,LFOT,유럽,France,프랑스,Tours,투르
Townsville Airport,타운스빌 공항,TSV,YBTL,아시아태평양,Australia,오스트레일리아,Townsville,타운즈빌
Toyama Airport,도야마 공항,TOY,RJNT,아시아태평양,Japan,일본,Toyama,도야마
Toyooka Tajima Airport,다지마 공항,TJH,RJBT,아시아태평양,Japan,일본,Toyooka,토요오카
Tozeur Nefta International Airport,토제르 네프타 국제공항,TOE,DTTZ,아프리카,Tunisia,튀니지,Tozeur,토죄르
Trabzon Airport,트라브존 공항,TZX,LTCG,중동,Turkiye,터키,Trabzon,트라브존
Trail Regional Airport,트레일 공항,YZZ,n/a,북아메리카,Canada,캐나다,Trail,트레일
Trang Airport,짱 공항,TST,VTST,아시아태평양,Thailand,태국,Trang,트랑
Trapani Birgi Airport,빈첸초 플로리오 공항트라파니 비르기,TPS,LICT,유럽,Italy,이탈리아,Trapani,트라파니
Trat Airport,뜨랏 공항,TDX,VTBO,아시아태평양,Thailand,태국,Trat,트랏
Treasure Cay Airport,트레저 케이 공항,TCB,MYAT,카리브해,Bahamas,바하마,Treasure Cay,트레저케이
Trelew Almirante Marcos A. Zar Airport,알미란테 마르코스 A. 자르 공항,REL,SAVT,라틴아메리카,Argentina,아르헨티나,Trelew,트렐레우
Trenton-Mercer Airport,트렌턴 머서 공항,TTN,KTTN,북아메리카,United States of America,미국,Trenton,트렌턴
Trepell Airport,트레펠 공항,TQP,YTEE,아시아태평양,Australia,오스트레일리아,Trepell,트레펠
Tres Coracoes Airport,쓰리 코라코이스 공항,n/a,SNVI,라틴아메리카,Brazil,브라질,Tres Coracoes,트레스코라소이스
Tres Lagoas Plinio Alarcom Airport,플리니우 알라콤 공항,TJL,SBTG,라틴아메리카,Brazil,브라질,Tres Lagoas,트레스라고아스
Tri-Cities Airport,트라이 시티스 공항,TRI,KTRI,북아메리카,United States of America,미국,Tri-City,트리시티
Trieste Friuli Venezia Giulia Airport,트리에스테 공항,TRS,LIPQ,유럽,Italy,이탈리아,Trieste,트리에스테
Trinidad Jorge Henrich Arauz Airport,테니엔테 호르헤 헨리히 아라우즈 공항,TDD,SLTR,라틴아메리카,Bolivia,볼리비아,Trinidad,트리니다드
Tripoli Idris International Airport,트리폴리 국제공항,TIP,HLLT,아프리카,Libya,리비아,Tripoli,트리폴리
Tripoli Mitiga Airport,미티가 국제공항,MJI,HLLM,아프리카,Libya,리비아,Tripoli,트리폴리
Trois-Rivieres Airport,트루아 리비에르 공항,YRQ,CYRQ,북아메리카,Canada,캐나다,Trois-Rivieres,트루아리비에르
Trombetas Airport,포르토 트롬베타스 공항,TMT,n/a,라틴아메리카,Brazil,브라질,Trombetas,트롬베타스
Tromso/Langnes Airport,트롬쇠 공항,TOS,ENTC,유럽,Norway,노르웨이,Tromso,트롬쇠
Trondheim Vaernes Airport,트론헤임 공항,TRD,ENVA,유럽,Norway,노르웨이,Trondheim,트론헤임
Troyes Barberey Airport,트루아 바르베리 공항,QYR,LFQB,유럽,France,프랑스,Troyes,트루아
Truckee-Tahoe Airport,트러키 타호 공항,TKF,KTRK,북아메리카,United States of America,미국,Truckee,트러키
Trujillo Capiro Airport,트루히요 공항,TJI,MHTJ,라틴아메리카,Honduras,온두라스,Trujillo,트루히요
Trujillo Carlos Martinez de Pinillos Airport,카피탄 FAP 카를로스 마르티네즈 데 피닐로스 공항,TRU,SPRU,라틴아메리카,Peru,페루,Trujillo,트루히요
Tshikapa Airport,치카파 공항,TSH,n/a,아프리카,Democratic Republic of the Congo,콩고 민주공화국,Tshikapa,치카파
Tsiroanomandidy Airport,치로아노만디디 공항,WTS,n/a,아프리카,Madagascar,마다가스카르,Tsiroanomandidy,치로아노만디디
